id	item_group_id	title	description	price	sale_price	image_link	additional_image_link	link	availability	product_type	condition	mpn	brand	color	size	custom_label_3	custom_label_4	sales_count_conversions_10_days	vip_price	inventory_count	release_date	sales_count_conversions_1_day	parent_sku
SK2252820-4415-13400	13412461	"Sunshine Flowers Lace Up Sneaker"	"FabKids Purple Floral female Kids Fashion >> Girls >> Shoes >> Sneakers regular Sneakers Now your free spirit can give a nod to mod with these floral sneakers. Super light and comfy, they're also easy to get on and off. Great for school and playing. Elastic laces for T5-12. Sunshine Flowers Lace Up Sneaker"	$29		https://fabkids-us-cdn.justfab.com/media/images/products/SK2252820-4415/SK2252820-4415_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2252820-4415/SK2252820-4415_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252820-4415/SK2252820-4415_Back_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13412461&mpid=13412461	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2252820-4415-13400	FabKids	"Purple Floral"	04	3	"mid performer"	110	$22.95	28	06/10/2022	5	SK2252820-4415
SA2146631-1976-13700	12917446	"Double Loop Gladiator Sandal"	"FabKids Multi female Kids Fashion >> Girls >> Shoes >> Sandals regular Sandals Your mini-me will love wearing these gladiator sandals that go with everything. Open-toe design is perfect for warm weather. Back zipper for easy on and off and lightly padded for comfort. Double Loop Gladiator Sandal"	$34		https://fabkids-us-cdn.justfab.com/media/images/products/SA2146631-1976/SA2146631-1976_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2146631-1976/SA2146631-1976_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2146631-1976/SA2146631-1976_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2146631-1976/SA2146631-1976_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D12917446&mpid=12917446	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2146631-1976-13700	FabKids	Multi	07	164	"top performer"	108	$26.95	5505	01/10/2022	9	SA2146631-1976
SA2354494-1219-13500	14125165	"Braided Cork Sole Sandal"	"FabKids White female Kids Fashion >> Girls >> Shoes >> Sandals regular Sandals Step up their sandals with this braided cork sole shoe. Featuring an easy on-off closure for all-day play, this sandal can be dressed up or down. Braided Cork Sole Sandal"	$34		https://fabkids-us-cdn.justfab.com/media/images/products/SA2354494-1219/SA2354494-1219_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2354494-1219/SA2354494-1219_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354494-1219/SA2354494-1219_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354494-1219/SA2354494-1219_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14125165&mpid=14125165	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2354494-1219-13500	FabKids	White	05	140	"top performer"	102	$26.95	2930	01/10/2023	19	SA2354494-1219
SK2354615-5216-13300	14109580	"3D Unicorn High Top Light Up Sneaker"	"FabKids Purple female Kids Fashion >> Girls >> Shoes >> Sneakers regular Sneakers Your little fashionista will flip over these all-over glitter unicorn high tops that light up with every step. Cushioned insole and inside zipper for easy on and off. Elastic laces for T5-12. 3D Unicorn High Top Light Up Sneaker"	$46		https://fabkids-us-cdn.justfab.com/media/images/products/SK2354615-5216/SK2354615-5216_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2354615-5216/SK2354615-5216_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354615-5216/SK2354615-5216_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354615-5216/SK2354615-5216_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14109580&mpid=14109580	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2354615-5216-13300	FabKids	Purple	03	75	"top performer"	100	$36.95	292	11/26/2022	10	SK2354615-5216
SK2252817-4455-52170	13410700	"Dino Lace Up Low Top Sneaker"	"FabKids Green male Kids Fashion >> Girls >> Shoes >> Sneakers regular Sneakers Dinos just got that much cooler. Super light and comfy, they're also easy to get on and off. Perfect for running errands, school, and the playground. Elastic laces for sizes T5-12. Dino Lace Up Low Top Sneaker"	$29		https://fabkids-us-cdn.justfab.com/media/images/products/SK2252817-4455/SK2252817-4455_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2252817-4455/SK2252817-4455_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252817-4455/SK2252817-4455_Back_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13410700&mpid=13410700	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2252817-4455-52170	FabKids	Green	07	106	"top performer"	96	$22.95	3792	06/10/2022	7	SK2252817-4455
SA2354559-6334-13700	14125498	"Scrunch Double Strap Sandal"	"FabKids Multi female Kids Fashion >> Girls >> Shoes >> Sandals regular Sandals Keep it groovy with these marbled tie-dye sandals. They feature on-trend scrunchie straps and a back strap to ensure the perfect fit. Scrunch Double Strap Sandal"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/SA2354559-6334/SA2354559-6334_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2354559-6334/SA2354559-6334_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354559-6334/SA2354559-6334_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354559-6334/SA2354559-6334_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14125498&mpid=14125498	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2354559-6334-13700	FabKids	Multi	07	67	"top performer"	95	$24.95	1779	02/10/2023	7	SA2354559-6334
SA2354523-5963-64080	14124382	"Colorblock Active Strap Sandal"	"FabKids Multi male Kids Fashion >> Girls >> Shoes >> Sandals regular Sandals Stay bright on track with this colorful t-strap sandal. The super-comfy sole allows your kiddo to go on long adventures. Plus, your kid can get ready in a flash thanks to the easy on-off strap. Runs small, size up if on the higher end of dual sizing. Colorblock Active Strap Sandal"	$29		https://fabkids-us-cdn.justfab.com/media/images/products/SA2354523-5963/SA2354523-5963_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2354523-5963/SA2354523-5963_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354523-5963/SA2354523-5963_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354523-5963/SA2354523-5963_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14124382&mpid=14124382	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2354523-5963-64080	FabKids	Multi	6/7	175	"top performer"	94	$22.95	2656	01/10/2023	12	SA2354523-5963
BT2148987-9675-13700	11922838	"Tie Dye Printed Lug Sole Boot"	"FabKids Multi female Kids Fashion >> Girls >> Shoes >> Boots regular Boots Rock the rainbow! These comfy boots add a cheerful splash of color and are perfect for everyday play. Side zipper for easy on-off. Tie Dye Printed Lug Sole Boot"	$36		https://fabkids-us-cdn.justfab.com/media/images/products/BT2148987-9675/BT2148987-9675_main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/BT2148987-9675/BT2148987-9675_alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2148987-9675/BT2148987-9675_back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2148987-9675/BT2148987-9675_side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D11922838&mpid=11922838	"in stock"	"Apparel & Accessories > Shoes > Boots"		BT2148987-9675-13700	FabKids	Multi	07	15	"top performer"	91	$29.95	1213	07/10/2021	8	BT2148987-9675
BT2149209-7450-13700	11923195	"Ombre Lace Up Duck Boot"	"FabKids Pink Ombre female Kids Fashion >> Girls >> Shoes >> Boots regular Boots Our must-have weather-resistant boot! Features cozy sherpa lining, functional laces and back loop for easy on and off. A roomier leg opening allows for socks and jeans in colder weather. Ombre Lace Up Duck Boot"	$42		https://fabkids-us-cdn.justfab.com/media/images/products/BT2149209-7450/BT2149209-7450_main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/BT2149209-7450/BT2149209-7450_alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2149209-7450/BT2149209-7450_back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2149209-7450/BT2149209-7450_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D11923195&mpid=11923195	"in stock"	"Apparel & Accessories > Shoes > Boots"		BT2149209-7450-13700	FabKids	"Pink Ombre"	07	83	"mid performer"	91	$36.95	807	07/22/2022	13	BT2149209-7450
SA2354556-5524-13700	14125267	"Tracksole Gladiator Sandal"	"FabKids White female Kids Fashion >> Girls >> Shoes >> Sandals regular Sandals They'll be able to wear this gladiator sandal with literally anything. Features a comfy track sole for grip and easy on-off strap. Perfect for all-day wear. These run a tad small – we recommend sizing up if between sizes. Tracksole Gladiator Sandal"	$36		https://fabkids-us-cdn.justfab.com/media/images/products/SA2354556-5524/SA2354556-5524_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2354556-5524/SA2354556-5524_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354556-5524/SA2354556-5524_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354556-5524/SA2354556-5524_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14125267&mpid=14125267	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2354556-5524-13700	FabKids	White	07	161	"top performer"	91	$29.95	5351	02/10/2023	16	SA2354556-5524
SK2252820-5794-13700	14124910	"Watercolor Dino Lace Up Sneaker"	"FabKids Purple female Kids Fashion >> Girls >> Shoes >> Sneakers regular Sneakers Make their everyday sneaker dino-mite! Featuring a watercolor dino print that pairs with anything. Cushioned insole for comfort and back pull-on loop for easy on-off. Sizes T5-12 have elastic laces. Watercolor Dino Lace Up Sneaker"	$29		https://fabkids-us-cdn.justfab.com/media/images/products/SK2252820-5794/SK2252820-5794_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2252820-5794/SK2252820-5794_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252820-5794/SK2252820-5794_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252820-5794/SK2252820-5794_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14124910&mpid=14124910	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2252820-5794-13700	FabKids	Purple	07	15	"top performer"	90	$22.95	763	12/08/2022	9	SK2252820-5794
SA2354555-6325-13700	14125114	"Knotted Espadrille Wedge"	"FabKids White female Kids Fashion >> Girls >> Shoes >> Sandals regular Sandals Bring sweet flair to your little one's look with these espadrilles. The sandal features a just-the-right-height wedge, eyelet fabric with a fashionable front knot, and an easy on-off closure. Knotted Espadrille Wedge"	$34		https://fabkids-us-cdn.justfab.com/media/images/products/SA2354555-6325/SA2354555-6325_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2354555-6325/SA2354555-6325_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354555-6325/SA2354555-6325_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354555-6325/SA2354555-6325_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14125114&mpid=14125114	"in stock"	"Kids Fashion > Girls > Shoes > Sandals"		SA2354555-6325-13700	FabKids	White	07	29	"top performer"	90	$26.95	793	02/10/2023	7	SA2354555-6325
SA2251115-7398-13700	12740575	"Bow Strap Sandal"	"FabKids Pink female Kids Fashion >> Girls >> Shoes >> Sandals regular Sandals Bows make everything better—this sandal included! Plus, your kiddo will always have the perfect fit thanks to the buckle closure. Bow Strap Sandal"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/SA2251115-7398/SA2251115-7398_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2251115-7398/SA2251115-7398_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2251115-7398/SA2251115-7398_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2251115-7398/SA2251115-7398_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D12740575&mpid=12740575	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2251115-7398-13700	FabKids	Pink	07	100	"mid performer"	86	$24.95	2692	02/10/2022	16	SA2251115-7398
BM2251844-5798-50330	14417416	"Bunny Knee Graphic Legging"	"FabKids White female Kids Fashion >> Girls >> Clothing >> Bottoms >> Leggings regular Hop on this adorable style! These leggings are perfect for egg hunts and any other springtime fun you have planned! Plus, these bottoms are made of our super-soft legging fabric. Bunny Knee Graphic Legging"	$20		https://fabkids-us-cdn.justfab.com/media/images/products/BM2251844-5798/BM2251844-5798_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/BM2251844-5798/BM2251844-5798_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14417416&mpid=14417416	"in stock"	"Kids Fashion > Girls > Clothing > Bottoms > Leggings"		BM2251844-5798-50330	FabKids	White	3T	77	"top performer"	86	$14.95	2691	02/26/2023	8	BM2251844-5798
SK2252896-6267-52130	13410904	"Dino Sole Athletic Sneaker"	"FabKids Red male Kids Fashion >> Boys >> Shoes >> Sneakers regular Sneakers/Trainers Dinosaurs, but make it streetwear. These sleek sneakers feature a soft rubber sole with a dino print. But it's the trendy color blocking and easy on-off elastic laces that make them a must have. Runs (a tad) small, size up if between sizes. Dino Sole Athletic Sneaker"	$40		https://fabkids-us-cdn.justfab.com/media/images/products/SK2252896-6267/SK2252896-6267_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2252896-6267/SK2252896-6267_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252896-6267/SK2252896-6267_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252896-6267/SK2252896-6267_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13410904&mpid=13410904	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2252896-6267-52130	FabKids	Red	13	143	"mid performer"	85	$34.95	1051	07/10/2022	5	SK2252896-6267
SK2252794-3589-52170	13410457	"Pieced High Top Sneaker"	"FabKids Black male Kids Fashion >> Boys >> Shoes >> Sneakers regular Sneakers This is the ultimate everyday sneaker. Super comfy thanks to their cushy soles. Pairs with everything from jeans to uniforms. Elastic laces for sizes T5-12. Pieced High Top Sneaker"	$34		https://fabkids-us-cdn.justfab.com/media/images/products/SK2252794-3589/SK2252794-3589_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2252794-3589/SK2252794-3589_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252794-3589/SK2252794-3589_Back_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13410457&mpid=13410457	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2252794-3589-52170	FabKids	Black	07	85	"top performer"	79	$26.95	3055	06/10/2022	7	SK2252794-3589
SA2354528-3716-64080	14125369	"Neon Active Strap Sandal"	"FabKids Lime Green female Kids Fashion >> Girls >> Shoes >> Sandals regular Sandals Stay bright on track with this sporty t-strap sandal. The super-comfy sole allows your kiddo to go on long adventures. Plus, your kid can get ready in a flash thanks to the easy on-off strap. Neon Active Strap Sandal"	$30		https://fabkids-us-cdn.justfab.com/media/images/products/SA2354528-3716/SA2354528-3716_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2354528-3716/SA2354528-3716_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354528-3716/SA2354528-3716_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2354528-3716/SA2354528-3716_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14125369&mpid=14125369	"in stock"	"Apparel & Accessories > Shoes > Sandals"		SA2354528-3716-64080	FabKids	"Lime Green"	6/7	104	"mid performer"	76	$24.95	1899	02/10/2023	17	SA2354528-3716
BM1931672-7760-50330	12782488	"Soft Legging"	"FabKids Rose Shadow female Kids Fashion >> Girls >> Clothing >> Bottoms >> Leggings regular A year-round staple she can outfit in endless ways. Perfect combination of comfort and durability. Pair with any top or dress. Super-soft, stretchy fit. Soft Legging"	$18		https://fabkids-us-cdn.justfab.com/media/images/products/BM1931672-7760/BM1931672-7760_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/BM1931672-7760/BM1931672-7760_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D12782488&mpid=12782488	"in stock"	"Kids Fashion > Girls > Clothing > Bottoms > Leggings"		BM1931672-7760-50330	FabKids	"Rose Shadow"	3T	145	"top performer"	75	$12.95	3883	01/21/2023	5	BM1931672-7760
DR2252024-8022-50330	13397986	"Cat T-Shirt Dress"	"FabKids Pink female Kids Fashion >> Girls >> Clothing >> Dresses & Rompers >> Dresses regular Here's the purrfect warm weather dress! The pockets, faux side ties, and cinched waistband pair perfectly with its roomy design. Cat T-Shirt Dress"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/DR2252024-8022/DR2252024-8022_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/DR2252024-8022/DR2252024-8022_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13397986&mpid=13397986	"in stock"	"Kids Fashion > Girls > Clothing > Dresses & Rompers > Dresses"		DR2252024-8022-50330	FabKids	Pink	3T	13	"top performer"	75	$25.95	1018	02/26/2023	9	DR2252024-8022
BT2148952-0001-13700	11922532	"Glitter Back Bootie"	"FabKids Black female Kids Fashion >> Girls >> Shoes >> Boots regular Boots These too-cute boots are a fun way to make everyday looks feel extra special. Side zipper for easy on-off. Glitter Back Bootie"	$40		https://fabkids-us-cdn.justfab.com/media/images/products/BT2148952-0001/BT2148952-0001_main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/BT2148952-0001/BT2148952-0001_alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2148952-0001/BT2148952-0001_back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BT2148952-0001/BT2148952-0001_side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D11922532&mpid=11922532	"in stock"	"Apparel & Accessories > Shoes > Boots"		BT2148952-0001-13700	FabKids	Black	07	37	"mid performer"	74	$32.95	3252	07/10/2021	8	BT2148952-0001
SK2252802-8106-52130	14123743	"Pieced Lace Up Low Top Sneaker"	"FabKids Orange Rust male Kids Fashion >> Boys >> Shoes >> Sneakers regular Sneakers Make their everyday the best day with a sneaker that pairs with anything. Cushioned insole for all-day play. Sizes T5-12 have elastic laces. Pieced Lace Up Low Top Sneaker"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/SK2252802-8106/SK2252802-8106_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2252802-8106/SK2252802-8106_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252802-8106/SK2252802-8106_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252802-8106/SK2252802-8106_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14123743&mpid=14123743	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2252802-8106-52130	FabKids	"Orange Rust"	13	131	"mid performer"	74	$24.95	1010	12/10/2022	8	SK2252802-8106
SK2252860-3589-13600	13535212	"Zip Wedge Sneaker"	"FabKids Black female Kids Fashion >> Girls >> Shoes >> Sneakers regular Sneakers Bring a unique twist on a classic with these wedge sneakers. The small built-in heel allows for a little height without compromising on comfort. Complete with a side zipper for easy on and off. Zip Wedge Sneaker"	$42		https://fabkids-us-cdn.justfab.com/media/images/products/SK2252860-3589/SK2252860-3589_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2252860-3589/SK2252860-3589_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252860-3589/SK2252860-3589_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2252860-3589/SK2252860-3589_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D13535212&mpid=13535212	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2252860-3589-13600	FabKids	Black	06	12	"top performer"	73	$34.95	549	07/10/2022	5	SK2252860-3589
BM1931672-5220-50330	12782461	"Soft Legging"	"FabKids Sheer Lilac female Kids Fashion >> Girls >> Clothing >> Bottoms >> Leggings regular A year-round staple she can outfit in endless ways. Perfect combination of comfort and durability. Pair with any top or dress. Super-soft, stretchy fit. Soft Legging"	$18		https://fabkids-us-cdn.justfab.com/media/images/products/BM1931672-5220/BM1931672-5220_Main_large.jpg	https://fabkids-us-cdn.justfab.com/media/images/products/BM1931672-5220/BM1931672-5220_Alt_large.jpg	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D12782461&mpid=12782461	"in stock"	"Kids Fashion > Girls > Clothing > Bottoms > Leggings"		BM1931672-5220-50330	FabKids	"Sheer Lilac"	3T	135	"top performer"	71	$12.95	3823	02/20/2023	5	BM1931672-5220
SA2146633-9500-13500	11249467	"Huarache Flat"	"FabKids Brown female Kids Fashion >> Girls >> Shoes >> Flats regular Ballet Flats/Sandals These faux leather Huarache inspired flats will be her new go to! Featuring a slip on design for easy on and off. Huarache Flat"	$34		https://fabkids-us-cdn.justfab.com/media/images/products/SA2146633-9500/SA2146633-9500_main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SA2146633-9500/SA2146633-9500_alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SA2146633-9500/SA2146633-9500_back_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D11249467&mpid=11249467	"in stock"	"Apparel & Accessories > Shoes > Flats"		SA2146633-9500-13500	FabKids	Brown	05	99	"mid performer"	70	$26.95	2250	01/31/2021	9	SA2146633-9500
SK2354493-5941-13700	14125012	"Kind Heart Multi Strap Sneaker"	"FabKids White female Kids Fashion >> Girls >> Shoes >> Sneakers regular Sneakers Have your kiddo boast kindness head to toe with these sweet sneakers. The easy on-off straps feature 'happy, creative, smart, kind, positive, cool' to keep your little one optimistic. Kind Heart Multi Strap Sneaker"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/SK2354493-5941/SK2354493-5941_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/SK2354493-5941/SK2354493-5941_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354493-5941/SK2354493-5941_Back_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/SK2354493-5941/SK2354493-5941_Side_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14125012&mpid=14125012	"in stock"	"Apparel & Accessories > Shoes > Sneakers"		SK2354493-5941-13700	FabKids	White	07	13	"top performer"	69	$24.95	1243	01/10/2023	7	SK2354493-5941
BM2252911-5704-50330	14417497	"Desert Floral Flare Legging"	"FabKids Orange female Kids Fashion >> Girls >> Clothing >> Bottoms >> Leggings regular Bloom into spring with these adorable floral flare leggings. These bottoms make any outfit pop and are super soft thanks to our comfy fabric. Desert Floral Flare Legging"	$32		https://fabkids-us-cdn.justfab.com/media/images/products/BM2252911-5704/BM2252911-5704_Main_large.jpg	"https://fabkids-us-cdn.justfab.com/media/images/products/BM2252911-5704/BM2252911-5704_Alt_large.jpg ,https://fabkids-us-cdn.justfab.com/media/images/products/BM2252911-5704/BM2252911-5704_Back_large.jpg"	http://style.fabkids.com/dmg/39A1EB?ru=https%3A%2F%2Fwww.fabkids.com%2Findex.cfm%3Faction%3Dshop.viewproduct%26product_id%3D14417497&mpid=14417497	"in stock"	"Kids Fashion > Girls > Clothing > Bottoms > Leggings"		BM2252911-5704-50330	FabKids	Orange	3T	17	"top performer"	66	$24.95	1067	02/22/2023	7	BM2252911-5704
